Id,Date,Title,Description
424,"March 07, 2020, Saturday","Days after Yes Bank crisis, IndusInd Bank defers fund raising plans",The original plan was to borrow in local or foreign currency through AT-1 instrument or tier-2 capital
425,"March 07, 2020, Saturday","Yes Bank rescue plan: SBI to own 245 cr shares worth Rs 2,450 cr","SBI shall not reduce its holding below 26 per cent before completion of three years from the date of infusion of the capital, the ..."
426,"March 07, 2020, Saturday",Yes Bank crisis: PayNearby says functioning 'without any disruption',"The Reserve Bank of India has imposed a moratorium on the bank and restricted withdrawals to Rs 50,000 per depositor till April 3"
427,"March 07, 2020, Saturday","Hold RBI accountable, bring YES Bank under govt control, says AIBEA",The AIBEA said that people's money should be for people's welfare and not for private loot
428,"March 07, 2020, Saturday","ED expands YES Bank probe, searches homes of Rana Kapoor's three daughters","The source said the searches are being carried out at the residential premises of all three daughters -- Rakhee Kapoor Tandon, ..."
429,"March 07, 2020, Saturday","SBI says YES Bank survival crucial, can invest up to Rs 10,000 cr in it","SBI chief asserts private lender's failure could have huge implications for economy, says many co-investors have evinced interest ..."
430,"March 07, 2020, Saturday",Yes Bank customers rush to branches as panic withdrawals run ATMs dry,Customers are also facing trouble because net banking services are not working and some even complained that their credit cards ...
431,"March 07, 2020, Saturday",YES Bank crisis: ED widens probe; raids Rana Kapoor's residence,The ED had searched Rana's residence in the upscale 'Samudra Mahal' complex in the Worli area on Friday night and had grilled him ...
432,"March 07, 2020, Saturday","Have set Rs 10,000 cr as upper limit for investment in YES Bank: SBI chief","The SBI chief has also said that the initial investment in YES Bank will be Rs 2,450 crore"
433,"March 07, 2020, Saturday","YES Bank crisis: Mutual fund industry stares at Rs 3,000-crore hole",Nippon India's schemes saw maximum impact following perpetual bond write-offs
434,"March 07, 2020, Saturday",YES Bank fallout: Additional tier-1 bondholders plan legal action,The RBI's draft reconstruction plan for YES Bank states that AT-1 bondholders shall not be entitled to get any compensation from ...
435,"March 07, 2020, Saturday","YES Bank crisis: ED searches founder, ex-CEO Rana Kapoor's Mumbai house","Confirming the development, an ED official said searches would continue over the weekend and Kapoor might have to face ..."
436,"March 07, 2020, Saturday","YES Bank crisis: Raising capital immediate priority, says Prashant Kumar","YES Bank would be run independently and focus will be on turnaround to make it a robust bank and a good investment, Kumar said"
437,"March 07, 2020, Saturday",HDFC Bank in talks with Goldman Sachs Group's Harit Talwar for CEO role,"The Mumbai-based lender has a market capitalisation of about $86 billion, giving it a bigger standing than major US banks like ..."
438,"March 07, 2020, Saturday",Promoters of IndusInd Bank to hike stake by buying extra shares from market,The promoters of the bank plan to acquire additional shares from open market in India
439,"March 07, 2020, Saturday",Foreign exchange reserves a cushion for India against virus impact: RBI guv,He stressed that a swap line was critical from the point of view of preserving global financial stability
440,"March 06, 2020, Friday","RBI's moratorium on Yes Bank disrupts digital payments, PhonePe hit hardest","Since YES Bank is PhonePe's exclusive UPI partner, the latter's users have been affected the most"
441,"March 06, 2020, Friday",YES Bank crisis: ED raids founder Rana Kapoor's residence in Mumbai,They said the raid is being carried out at his Samudra Mahal residence in the western metropolis
442,"March 06, 2020, Friday",'Most of us don't know what happened': Yes Bank customers flock branches,"Across branches, the busiest people were the relationship managers, trying to soothe nerves"
443,"March 06, 2020, Friday",Crisis at YES Bank highlights governance risk in banking sector: Fitch,The central bank's takeover of Yes Bank appears intended to restore depositor confidence
444,"March 06, 2020, Friday","YES Bank crisis: AMCs stare at Rs 3,345 cr exposure to equity, bonds","As per the data, SBI Mutual Fund has the highest exposure of Rs 152.83 crore, followed by Rs 67 crore by HDFC Mutual Fund in the ..."
445,"March 06, 2020, Friday","YES Bank 'won't fall off the cliff', SBI to rescue it with 49% stake","To pick up 49% stake in bank for Rs 2,650 cr; administrator says working to revive bank well before moratorium period ends"
446,"March 06, 2020, Friday","This Gujarat co withdrew Rs 265 cr, hours before RBI moratorium on Yes Bank","On Thursday, the RBI restricted withdrawals from Yes Bank to Rs 50,000 per depositor"
447,"March 06, 2020, Friday",SBI to buy 49% stake in Yes Bank under rescue plan; FM assures depositors,"Analysts calculate SBI's investment in Yes Bank would need to total almost Rs 2,500 crore ($339.10 million)."
448,"March 06, 2020, Friday",FM on Chidambaram's YES jibe: Self-appointed doctors created more problems,Finance Minister Nirmala Sitharaman on Friday hit back at senior Congress leader P Chidambaram for his jibe over crisis-hit Yes ...
449,"March 06, 2020, Friday",Paytm Payments Bank restricts transactions into Yes Bank accounts,"""Paytm Payments Bank Ltd (PPBL) today (Friday) announced that they are restricting transaction settlements, including UPI, into ..."
450,"March 06, 2020, Friday",Working to revive Yes Bank well before moratorium ends: RBI-appointed admin,"Kumar, an ex-chief financial officer of SBI, also assured depositors that their money is safe and there is no reason to panic"
451,"March 06, 2020, Friday","RBI to look into what went wrong at Yes Bank, fix responsibilities: FM","On finding risky credit decisions, the RBI advised change in management, the Finance Minister said"
452,"March 06, 2020, Friday",Exim Bank's LoC scheme to see fresh commitments worth $20 billion by 2025,Asia and Africa account for 52 per cent and 42 per cent respectively of the share of total LoC commitments
453,"March 06, 2020, Friday","Distress calls, long queues at branches of Yes Bank post withdrawal limit","The bank's board has been superseded by RBI-appointed administrator Prashant Kumar, former deputy managing director and chief ..."
454,"March 06, 2020, Friday",RBI draft plan: SBI to invest in reconstructed YES Bank up to 49%,"The draft comes a day after the RBI imposed a moratorium on the bank, restricting withdrawals to Rs 50,000 per depositor till ..."
455,"March 06, 2020, Friday",Yes Bank crisis HIGHLIGHTS: ED raids Rana Kapoor's Mumbai residence,"The Reserve Bank of India has capped withdrawals at Rs 50,000 and imposed strict limits on operations at Yes Bank."
456,"March 06, 2020, Friday",Nippon India Mutual Fund marks down its investment in Yes Bank to zero,"In addition, the fund house has imposed a limit of Rs 2 lakh on fresh inflows into the impacted schemes till further notice, ..."
457,"March 06, 2020, Friday","YES Bank stock crash: Retail investors have taken a Rs 3,300-crore hit","For LIC, the mark-to-market hit could have been over Rs 600 crore; FIIs' holding down by Rs 1,162 crore"
458,"March 06, 2020, Friday",RBI to come up with a reconstruction plan for YES Bank soon: Sources,"""This will surely not be a rescue plan. You will get to know when the scheme is out,"" a top SBI executive who did not wish to be ..."
459,"March 06, 2020, Friday",YES Bank crisis: FM assures depositors as RBI promises quick resolution,"RBI has assured there will be a quick resolution, says FM, even as RBI Governor promises resolution in 30 days; SBI Chairman ..."
460,"March 06, 2020, Friday",Newsmaker: Ravneet Gill and the big bet on the wrong bank,Gill had the unenviable task of steering a troubled entity with legacy issues. But he could have been more proactive
461,"March 06, 2020, Friday",Want to assure YES Bank depositors that their money is safe: FM Sitharaman,She added that the people can withdraw money to deal with tough situations and the cash crunch is being dealt with
462,"March 06, 2020, Friday","After Yes Bank crisis, Maharashtra govt shuns private sector banks",Instructions to the effect have been issued by Chief Minister Uddhav Thackeray to the concerned departments
463,"March 06, 2020, Friday",MFs urge investors to de-link YES Bank account and scout for alternatives,Move aimed to avoid funds getting blocked in account post-redemption request
464,"March 06, 2020, Friday",Former SBI CFO Prashant Kumar takes charge as YES Bank administrator,Prashant Kumar taking charge as the Yes Bank administrator is in line with notifications issued by Department of Financial ...
465,"March 06, 2020, Friday","YES Bank resolution will be swift, 30 days is an outer limit: RBI governor",The RBI governor also said that the impact of Covid-19 on India will be limited
466,"March 06, 2020, Friday","NSE puts restrictions on YES Bank shares, no bank guarantees to be accepted",The bank has also experienced serious governance issues and practices in the recent years which have led to steady decline of the ...
467,"March 06, 2020, Friday","PhonePe, other digital partners bear the brunt of YES Bank crisis",It can be noted that the bank's own net banking facilities have not been operational since last evening
468,"March 06, 2020, Friday","YES Bank customers shocked over moratorium; ATMs, branches run our of cash","RBI on Thursday imposed a month-long moratorium on YES Bank citing ""serious deterioration in its financial position"""
469,"March 06, 2020, Friday","Moratorium on YES Bank is credit negative, highlights uncertainty: Moody's","YES Bank will not be able to grant or renew any loan or advance, make any investment, incur any liability or agree to disburse ..."
470,"March 06, 2020, Friday","Private lenders faced tough times due to poor corporate governance, NPAs","Way back in 2004, the crisis-ridden Global Trust Bank was merged with the Oriental Bank of Commerce by the Reserve Bank of India"
